Stage,Problem,AC_Count,Tag
statements-2-12,H,1,
statements-2-12,I,42,
statements-2-12,J,201,
statements-2-12,K,5,
statements-2-12,L,12,
statements-2-13,A,0,
statements-2-13,B,30,
statements-2-13,C,297,
statements-2-13,D,22,
statements-2-13,E,213,
statements-2-13,F,0,
statements-2-13,G,0,
statements-2-13,H,12,
statements-2-13,I,24,
statements-2-13,J,288,
statements-2-13,K,168,
statements-2-13,L,0,
statements-2-13,M,59,
statements-2-14,A,5,
statements-2-14,B,113,
statements-2-14,C,5,
statements-2-14,D,0,
statements-2-14,E,54,
statements-2-14,F,35,
statements-2-14,G,13,
statements-2-14,H,0,
statements-2-14,I,0,
statements-2-14,J,95,
statements-2-14,K,61,
statements-2-14,L,0,
statements-2-14,M,59,
statements-2-15,A,32,
statements-2-15,B,1,
statements-2-15,C,2,
statements-2-15,D,34,
statements-2-15,E,23,
statements-2-15,F,0,
statements-2-15,G,7,
statements-2-15,H,24,
statements-2-15,I,65,
statements-2-15,J,71,
statements-2-15,K,0,
statements-2-16,A,21,
statements-2-16,B,50,
statements-2-16,C,22,
statements-2-16,D,44,
statements-2-16,E,5,
statements-2-16,F,39,
statements-2-16,G,37,
statements-2-16,H,10,
statements-2-16,I,19,
statements-2-16,J,0,
statements-2-16,K,1,
statements-2-17,A,283,
statements-2-17,B,34,
statements-2-17,C,2,
statements-2-17,D,345,
statements-2-17,E,55,
statements-2-17,F,3,
statements-2-17,G,214,
statements-2-17,H,11,
statements-2-17,I,341,
statements-2-17,J,0,
statements-2-17,K,123,
statements-2-17,L,4,
statements-2-17,M,102,
statements-2-18,A,2,
statements-2-18,B,13,
statements-2-18,C,3,
statements-2-18,D,31,
statements-2-18,E,0,
statements-2-18,F,44,
statements-2-18,G,18,
statements-2-18,H,2,
statements-2-18,I,52,
statements-2-18,J,0,
statements-2-19,A,0,
statements-2-19,B,45,
statements-2-19,C,23,
statements-2-19,D,16,
statements-2-19,E,53,
statements-2-19,F,5,
statements-2-19,G,36,
statements-2-19,H,7,
statements-2-19,I,37,
statements-2-19,J,1,
statements-2-20,A,0,
statements-2-20,B,0,
statements-2-20,C,0,
statements-2-20,D,0,
statements-2-20,E,0,
statements-2-20,F,0,
statements-2-20,G,0,
statements-2-20,H,0,
statements-2-20,I,0,
statements-2-20,J,0,
statements-2-20,K,0,
statements-2-20,L,0,
statements-2-20,M,0,
statements-2-20,N,0,
statements-2-20,O,0,
statements-2-20,P,0,
statements-2-21,A,6,
statements-2-21,B,1,
statements-2-21,C,54,
statements-2-21,D,57,
statements-2-21,E,14,
statements-2-21,F,38,
statements-2-21,G,10,
statements-2-21,H,0,
statements-2-21,I,3,
statements-2-21,J,3,
statements-2-21,K,37,
statements-2-22,A,24,
statements-2-22,B,17,
statements-2-22,C,5,
statements-2-22,D,69,
statements-2-22,E,15,
statements-2-22,F,16,
statements-2-22,G,9,
statements-2-22,H,63,
statements-2-22,I,0,
statements-2-22,J,74,
statements-2-22,K,4,
statements-2-22,L,0,
statements-2-22,M,74,
statements-2-23,A,2,
statements-2-23,B,318,
statements-2-23,C,11,
statements-2-23,D,7,
statements-2-23,E,305,
statements-2-23,F,296,
statements-2-23,G,0,
statements-2-23,H,0,
statements-2-23,I,38,
statements-2-23,J,85,
statements-2-23,K,240,
statements-2-23,L,246,
statements-2-23,M,0,
statements-2-24,A,0,
statements-2-24,B,0,
statements-2-24,C,0,
statements-2-24,D,0,
statements-2-24,E,0,
statements-2-24,F,0,
statements-2-24,G,0,
statements-2-24,H,0,
statements-2-24,I,0,
statements-2-24,J,0,
statements-2-24,K,0,
statements-2-24,L,0,
statements-2-25,A,257,
statements-2-25,B,1,
statements-2-25,C,0,
statements-2-25,D,41,
statements-2-25,E,46,
statements-2-25,F,258,
statements-2-25,G,196,
statements-2-25,H,3,
statements-2-25,I,116,
statements-2-25,J,7,
statements-2-25,K,24,
statements-2-25,L,137,
statements-2-25,M,12,
statements-2-26,A,3,
statements-2-26,B,1,
statements-2-26,C,6,
statements-2-26,D,30,
statements-2-26,E,27,
statements-2-26,F,17,
statements-2-26,G,5,
statements-2-26,H,3,
statements-2-26,I,1,
statements-2-26,J,3,
statements-2-26,K,35,
statements-2-26,L,41,
statements-2-27,A,0,
statements-2-27,B,0,
statements-2-27,C,0,
statements-2-27,D,0,
statements-2-27,E,0,
statements-2-27,F,0,
statements-2-27,G,0,
statements-2-27,H,0,
statements-2-27,I,0,
statements-2-27,J,0,
statements-2-27,K,0,
statements-2-27,L,0,
statements-2-28,A,12,
statements-2-28,B,2,
statements-2-28,C,97,
statements-2-28,D,128,
statements-2-28,E,0,
statements-2-28,F,9,
statements-2-28,G,63,
statements-2-28,H,126,
statements-2-28,I,0,
statements-2-28,J,52,
statements-2-28,K,15,
statements-2-28,L,1,
statements-2-28,M,4,
